연번,의료시설구분,기관명,기관 소재지,위도,경도,전화번호,데이터기준일
1635,의원,청주밝은안과의원,"충청북도 청주시 흥덕구 가경로 9-2, 4층 (가경동, 두리빌딩)",36.6169523,127.4435066,043-237-6661,2022-10-31
1636,의원,미래여성산부인과의원,"충청북도 청주시 흥덕구 사직대로 42 (복대동, 미래여성산부인과의원)",36.6342248,127.452079,043-267-2545,2022-10-31
1637,의원,문이비인후과의원,"충청북도 청주시 흥덕구 풍산로 26, 2층 (가경동, 대한빌딩)",36.6260303,127.4333988,043-231-9569,2022-10-31
1638,의원,성모정형외과의원,"충청북도 청주시 흥덕구 풍산로 42 (가경동, 대형빌딩)",36.6267334,127.4353469,043-233-9119,2022-10-31
1639,의원,김충환가정의학과의원,"충청북도 청주시 흥덕구 복대로 179, 3층 (복대동, 메디포스빌딩)",36.6322966,127.4405092,043-236-6112,2022-10-31
1640,의원,우리들정신건강의학과의원,"충청북도 청주시 흥덕구 사운로 246, 2층,3층4층 (운천동)",36.6500768,127.4748337,043-278-2255,2022-10-31
1641,의원,사회복지법인오선복지재단신세계의원,"충청북도 청주시 흥덕구 사직대로 42-1, 3층일부 4층 (복대동)",36.634045,127.4523561,043-271-0875,2022-10-31
1642,의원,연세성형외과의원,"충청북도 청주시 흥덕구 2순환로 1254, DS빌딩 7층 (강서동)",36.6224299,127.4236122,043-236-9797,2022-10-31
1643,의원,황문하비뇨기과의원,"충청북도 청주시 흥덕구 풍년로 162, 3층 (가경동)",36.6267502,127.4328087,043-236-3375,2022-10-31
1644,의원,한울내과의원,충청북도 청주시 흥덕구 증안로 58 (복대동),36.6362776,127.4297656,043-233-7759,2022-10-31
1645,의원,조은신경외과의원,"충청북도 청주시 흥덕구 풍산로48번길 6, 2층 (가경동)",36.6268083,127.435542,043-234-5321,2022-10-31
1646,의원,고려의원,충청북도 청주시 흥덕구 옥산면 옥산시내1길 44,36.6639894,127.3759791,043-260-4006,2022-10-31
1647,의원,양승덕이비인후과의원,"충청북도 청주시 흥덕구 가로수로 1340-1 (복대동, 2층)",36.6313988,127.4456715,043-234-6090,2022-10-31
1648,의원,정다운정신건강의학과의원,충청북도 청주시 흥덕구 사직대로 45-1 (복대동),36.634692,127.4525372,043-263-0456,2022-10-31
1649,의원,동하재활의학과의원,충청북도 청주시 흥덕구 사직대로 64 (복대동),36.6342562,127.4543864,043-271-1177,2022-10-31
1650,의원,이가정의학과의원,충청북도 청주시 흥덕구 사운로 240 (운천동),36.6481582,127.4741805,043-268-8275,2022-10-31
1651,의원,신가정의학과의원,"충청북도 청주시 흥덕구 가경로 72 (가경동, 수정아파트상가2)",36.6224079,127.4419509,043-232-6555,2022-10-31
1652,의원,서울정형외과의원,"충청북도 청주시 흥덕구 1순환로 509 (봉명동, 서울정형외과)",36.6468776,127.4655036,043-266-7612,2022-10-31
1653,의원,해피맘산부인과의원,"충청북도 청주시 흥덕구 풍산로 36, 2,3,6층 (가경동, 해피맘산부인과)",,,043-233-7339,2022-10-31
1654,의원,손안과의원,"충청북도 청주시 흥덕구 풍산로 42, 301호 (가경동)",36.6267334,127.4353469,043-234-4146,2022-10-31
1655,의원,김앤박내과의원,"충청북도 청주시 흥덕구 복대로 179, 2층4층 (복대동)",36.6322966,127.4405092,043-233-0429,2022-10-31
1656,의원,조궁희정형외과의원,"충청북도 청주시 흥덕구 복대로 186, 2층 (복대동)",36.6331687,127.4410295,043-234-1295,2022-10-31
1657,의원,스타로미안연합의원,"충청북도 청주시 흥덕구 2순환로 1130, 1,2,3층 (비하동, 스타쁠레르빌딩)",36.6386699,127.4246185,043-255-9595,2022-10-31
1658,의원,연세이비인후과의원,"충청북도 청주시 흥덕구 풍산로 32, 1층 2층 (가경동)",36.6263607,127.434094,043-268-5925,2022-10-31
1659,의원,손범수달빛의원,충청북도 청주시 흥덕구 사운로 254 (운천동),36.6597931,127.4660306,043-276-5115,2022-10-31
1660,의원,홍소아청소년과의원,"충청북도 청주시 흥덕구 복대로 165 (복대동, 인산메디칼)",36.6312745,127.4403914,043-235-8009,2022-10-31
1661,의원,옥산의원,충청북도 청주시 흥덕구 옥산면 옥산시내1길 26,36.6632462,127.3741483,043-269-3094,2022-10-31
1662,의원,신비뇨기과의원,"충청북도 청주시 흥덕구 대농로 48, 5층 (복대동)",36.643276,127.4264358,043-267-6445,2022-10-31
1663,의원,곽내과의원,"충청북도 청주시 흥덕구 복대로 143, 아동201호 (복대동, 덕일아파트상가)",36.6295888,127.4403912,043-232-9078,2022-10-31
1664,의원,재단법인청주교구천주교회유지재단부설충북재활의원,충청북도 청주시 흥덕구 1순환로438번길 39-17  (신봉동),36.653344,127.4663894,043-271-8150,2022-10-31
1665,의원,박윤상외과의원,충청북도 청주시 흥덕구 사직대로 66 (복대동),36.6342951,127.4548155,043-274-5005,2022-10-31
1666,의원,김태룡내과의원,"충청북도 청주시 흥덕구 1순환로 511-1 (봉명동, 2층)",36.6455556,127.4663425,043-274-3363,2022-10-31
1667,의원,윤성열내과의원,충청북도 청주시 흥덕구 직지대로 571 (봉명동),36.643504,127.4564773,043-268-6008,2022-10-31
1668,의원,이영희외과의원,충청북도 청주시 흥덕구 사직대로 30 (복대동),36.6340151,127.4507618,043-265-4408,2022-10-31
1669,의원,양웅길내과의원,충청북도 청주시 흥덕구 풍년로 197 (가경동),36.6293681,127.4305097,043-234-6300,2022-10-31
1670,의원,대한산업보건협회부설충북의원,충청북도 청주시 흥덕구 직지대로 397 (송정동),36.6445614,127.4371303,043-263-7137,2022-10-31
1671,의원,녹십자외과의원,"충청북도 청주시 흥덕구 직지대로 575, 1층 (봉명동)",36.6434685,127.4567929,043-263-5533,2022-10-31
1672,의원,손경락내과의원,충청북도 청주시 흥덕구 사직대로 74 (복대동),36.6343185,127.4555914,043-268-8881,2022-10-31
1673,의원,프리모산부인과의원,"충청북도 청주시 흥덕구 대농로 43, 3층 (복대동, 신영지웰시티)",36.6432707,127.4267091,043-265-1177,2022-10-31
1674,의원,김흥기정형외과의원,충청북도 청주시 흥덕구 사직대로 76 (복대동),36.6343282,127.455749,043-263-8881,2022-10-31
1675,의원,고은몸매의원,"충청북도 청주시 흥덕구 풍산로 42, 3층5층 302호,501호일부호 (가경동, 대형빌딩)",36.6267334,127.4353469,043-235-6111,2022-10-31
1676,의원,신관수신경과의원,"충청북도 청주시 흥덕구 사직대로 60, 2층 (복대동)",36.6342483,127.4540331,043-264-3933,2022-10-31
1677,의원,한국건강관리협회충북세종지부건강증진의원,충청북도 청주시 흥덕구 직지대로 631 (봉명동),36.6450976,127.4685276,043-297-1100,2022-10-31
1678,의원,(사)인구보건복지협회 충북세종지회 가족보건의원,"충청북도 청주시 흥덕구 내수동로 20 (복대동, 모자보건센타)",36.6328576,127.4495176,043-270-5931,2022-10-31
1679,산후조리원,청주미즈맘산후조리원,"충청북도 청주시 흥덕구 가경로 16-2 (가경동, 5,6층)",36.6172028,127.4438961,043-237-2201,2022-10-31
1680,산후조리원,해피맘산후조리원,충청북도 청주시 흥덕구 풍산로 36 (가경동),36.626442,127.434515,043-239-0221,2022-10-31
1681,산후조리원,한가족 미래여성 산후조리원,"충청북도 청주시 흥덕구 사직대로 42 (복대동, 미래여성산부인과의원)",36.6342248,127.452079,043-238-3988,2022-10-31
1682,안전상비의약품,(주)코리아세븐 청주가경센터점,충청북도 청주시 흥덕구 풍년로 182(가경동),36.628296,127.4317129,043-236-7799,2022-10-31
1683,안전상비의약품,씨유 오송바이오타운점,충청북도 청주시 흥덕구 오송읍 오송생명12로 18,36.6246,127.3239345,,2022-10-31
1684,안전상비의약품,(주)코리아세븐 서청주자이점,"충청북도 청주시 흥덕구 2순환로 1106, 303동 131,132호 (비하동, 서청주파크자이)",36.6341832,127.420046,,2022-10-31
1685,안전상비의약품,지에스(GS)25 행복1동점,"충청북도 청주시 흥덕구 2순환로 959, 1층 (향정동)",36.6519908,127.4308588,1644-5425,2022-10-31
1686,안전상비의약품,씨유 오송휴먼시아점,"충청북도 청주시 흥덕구 오송읍 오송가락로 235, 상가동 101,102호 (청원오송휴먼시아1단지)",36.62806,127.3315403,,2022-10-31
1687,안전상비의약품,씨유 청주옥산점,충청북도 청주시 흥덕구 옥산면 오송가락로 847,36.6553201,127.3654096,,2022-10-31
1688,안전상비의약품,씨유 청주미소점,"충청북도 청주시 흥덕구 강내면 탑연1길 8, 110동 1호 (신성미소지움아파트)",36.6222032,127.3613078,,2022-10-31
1689,안전상비의약품,(주)코리아세븐 청주봉명그린점,충청북도 청주시 흥덕구 직지대로668번길 14(봉명동),36.642079,127.4668194,,2022-10-31
1690,안전상비의약품,지에스25 청주트리플렉스점,"충청북도 청주시 흥덕구 대농로 39, 109호 (복대동)",36.643276,127.4264358,0507-1310-0762,2022-10-31
1691,안전상비의약품,지에스25 봉산센터점,"충청북도 청주시 흥덕구 오송읍 봉산2길 49, 1층",36.6159451,127.3164467,,2022-10-31
1692,안전상비의약품,씨유 청주강내태성점,"충청북도 청주시 흥덕구 강내면 서부로 346, 1층",36.5844588,127.3555329,,2022-10-31
1693,안전상비의약품,지에스25 청주3캠퍼스점,"충청북도 청주시 흥덕구 직지대로 337, M11동 1층 (향정동)",36.6519908,127.4308588,,2022-10-31
1694,안전상비의약품,지에스(GS)25 청주4캠퍼스점,"충청북도 청주시 흥덕구 에스케이로 120, SK하이닉스 (외북동)",36.658045,127.432923,,2022-10-31
1695,안전상비의약품,세븐일레븐 청주주공2단지점,"충청북도 청주시 흥덕구 가경로 28, 상가동 1층 101호 (가경동)",36.6186176,127.4436813,,2022-10-31
1696,안전상비의약품,세븐일레븐 충청대 혁신점,"충청북도 청주시 흥덕구 강내면 탑연월곡길 62-15, 1층",36.6217873,127.3655999,,2022-10-31
1697,안전상비의약품,지에스(GS)25 청주1캠퍼스점,"충청북도 청주시 흥덕구 대신로 215, P&T2동 1층 (향정동)",36.6519908,127.4308588,043-907-2327,2022-10-31
1698,안전상비의약품,GS25 강서중앙점,"충청북도 청주시 흥덕구 가로수로1154번길 35, 1층 (강서동)",36.6278147,127.4275716,043-237-7578,2022-10-31
1699,안전상비의약품,지에스(GS)25 청주2캠퍼스점,"충청북도 청주시 흥덕구 2순환로 959, P&T3동 1층 (향정동)",36.6497251,127.4246458,043-907-7827,2022-10-31
1700,안전상비의약품,씨유(CU) 청주복대칸타빌점,"충청북도 청주시 흥덕구 죽천로124번길 6, 1층 (복대동)",36.6375906,127.4363848,,2022-10-31
1701,안전상비의약품,씨유 청주미호점,"충청북도 청주시 흥덕구 강내면 태성탑연로 457, 1층",36.6231121,127.3583699,043-233-6803,2022-10-31
1702,안전상비의약품,지에스25 오송봉산타운점,"충청북도 청주시 흥덕구 오송읍 봉산3길 20-2, 1층",36.6215111,127.3150995,1644-5425,2022-10-31
1703,안전상비의약품,GS25 봉산빌리지점,"충청북도 청주시 흥덕구 오송읍 봉산1길 25-1, 101호",36.6160268,127.3097258,1644-5425,2022-10-31
1704,안전상비의약품,GS25 가경파크점,"충청북도 청주시 흥덕구 풍산로25번길 28, 1층 (가경동)",36.6275886,127.4326785,043-233-2526,2022-10-31
1705,안전상비의약품,세븐일레븐 청주비하골드점,"충청북도 청주시 흥덕구 비하로63번길 23, 1층 (비하동)",36.6325009,127.4234321,043-236-1050,2022-10-31
1706,안전상비의약품,씨유 청주강서타운점,"충청북도 청주시 흥덕구 강서로 107, 103호 (강서동)",36.621928,127.4268068,,2022-10-31
1707,안전상비의약품,세븐일레븐 청주봉덕초점,"충청북도 청주시 흥덕구 덕암로 92, 1층 (봉명동)",36.6517364,127.4626168,,2022-10-31
1708,안전상비의약품,(주)코리아세븐 청주가경원룸점,"충청북도 청주시 흥덕구 풍년로180번길 51, 1층 (가경동)",36.6292175,127.4342789,043-239-4602,2022-10-31
1709,안전상비의약품,씨유 청주복대세원점,"충청북도 청주시 흥덕구 진재로 67, 상가동 105, 106호 (복대동, 세원느티마을아파트)",36.6372286,127.4288617,,2022-10-31
1710,안전상비의약품,세븐일레븐 청주복대행복점,"충청북도 청주시 흥덕구 진재로35번길 15, 1층 (복대동)",36.6341883,127.4287466,,2022-10-31
1711,안전상비의약품,지에스25(GS25) 봉명으뜸점,"충청북도 청주시 흥덕구 월명로178번길 55, 청안빌딩 1층 (봉명동)",36.6505052,127.457211,043-268-5644,2022-10-31
1712,안전상비의약품,세븐일레븐 청주IC점,"충청북도 청주시 흥덕구 강내면 가로수로 654, 1층",36.6235736,127.3721001,,2022-10-31
1713,안전상비의약품,세븐일레븐 청주태성로드점,"충청북도 청주시 흥덕구 강내면 서부로 369, 1층",36.5844588,127.3555329,,2022-10-31
1714,안전상비의약품,이마트24 석곡사거리점,"충청북도 청주시 흥덕구 서부로 1093, 1층 (강서동)",36.617284,127.4217556,,2022-10-31
1715,안전상비의약품,GS25 가경휴먼시아점,"충청북도 청주시 흥덕구 서현중로32번길 21, 1층 (가경동)",36.6217898,127.4306974,,2022-10-31
1716,안전상비의약품,씨유 현대공간주유소점,충청북도 청주시 흥덕구 옥산면 국사4길 34,36.6802911,127.4010733,,2022-10-31
1717,안전상비의약품,지에스25 청주가로수점,"충청북도 청주시 흥덕구 가로수로1164번길 41-31, 102호 (강서동)",36.6260411,127.4296185,,2022-10-31
1718,안전상비의약품,씨유 청주테크노타운점,"충청북도 청주시 흥덕구 송화로150번길 7-3, 1층 (송절동)",36.6683096,127.4616603,,2022-10-31
1719,안전상비의약품,세븐일레븐 청주봉명도깨비점,"충청북도 청주시 흥덕구 봉명로 204, 1층 (봉명동)",36.6396993,127.4642917,,2022-10-31
1720,안전상비의약품,씨유 청주운천타운점,"충청북도 청주시 흥덕구 사운로 252, 1층 (운천동)",36.6481582,127.4741805,,2022-10-31
1721,안전상비의약품,씨유 서청주파크자이점,"충청북도 청주시 흥덕구 청향로19번길 33, 1층 (비하동)",36.6369178,127.4205221,,2022-10-31
1722,안전상비의약품,GS25 오송봉산점,"충청북도 청주시 흥덕구 오송읍 봉산2길 32-2, 1층",36.6175928,127.3160679,,2022-10-31
1723,안전상비의약품,씨유 오송바이오점,"충청북도 청주시 흥덕구 오송읍 오송생명12로 43, 1층",36.6246,127.3239345,043-236-6236,2022-10-31
1724,안전상비의약품,세븐일레븐 청주봉명드림점,"충청북도 청주시 흥덕구 덕암로24번길 54, 1층 (봉명동)",36.6504976,127.4565445,,2022-10-31
1725,안전상비의약품,씨유청주비하효성점,"충청북도 청주시 흥덕구 2순환로1050번길 24, 상가2동 1층 13, 14호 (비하동, 효성2차아파트)",36.6412062,127.4204004,043-902-7442,2022-10-31
1726,안전상비의약품,(주)코리아세븐 청주복대대승점,"충청북도 청주시 흥덕구 죽천로 127, 103호 (복대동)",36.6380425,127.4370212,,2022-10-31
1727,안전상비의약품,세븐일레븐 청주폴리텍대학점,"충청북도 청주시 흥덕구 산단로 54, 한국폴리텍대학 청주캠퍼스 휴게실및탈의실 1층 (송정동)",36.6389632,127.4489128,043-268-0711,2022-10-31
1728,안전상비의약품,세븐일레븐 청주가경소망점,"충청북도 청주시 흥덕구 서현중로35번길 25, 1층 (가경동)",36.6216667,127.429066,,2022-10-31
1729,안전상비의약품,세븐일레븐 청주가경벽산점,"충청북도 청주시 흥덕구 가경로189번길 60, 벽산아파트 상가동 107, 108호 (가경동)",36.6320525,127.4331109,,2022-10-31
1730,안전상비의약품,지에스25가경자이점,"충청북도 청주시 흥덕구 서현로 32, 1층 106호 (가경동)",36.6167445,127.4262521,043-231-0823,2022-10-31
1731,안전상비의약품,미니스톱 청주 강서 행복점,"충청북도 청주시 흥덕구 서현중로27번길 4, 1층 (가경동)",36.6209845,127.4294433,1577-9621,2022-10-31
1732,안전상비의약품,씨유 청주직지스타점,"충청북도 청주시 흥덕구 직지대로436번길 76, 직지스마트타워 112, 113호 (송정동)",36.6405394,127.4400258,,2022-10-31
1733,안전상비의약품,씨유청주티원타워점,"충청북도 청주시 흥덕구 봉명로 31, 109,110호 (복대동)",36.6385278,127.4448153,,2022-10-31
1734,안전상비의약품,GS25 청주지웰점,"충청북도 청주시 흥덕구 대농로 55, 상가동 107, 108호 (복대동, 두산위브지웰시티2차)",36.6349218,127.4474533,043-238-4073,2022-10-31
1735,안전상비의약품,씨유 청주 봉명나라점,"충청북도 청주시 흥덕구 천수로 42, 대상빌딩 1층 (봉명동)",36.6388087,127.4628296,070-4647-4456,2022-10-31
1736,안전상비의약품,지에스25 흥덕자이점,"충청북도 청주시 흥덕구 옥산면 오송가락로 1056, 상가동 108, 109호 (청주리버파크자이)",36.675891,127.3911239,043-271-7771,2022-10-31
1737,안전상비의약품,씨유 청주봉명연흥점,"충청북도 청주시 흥덕구 1순환로 585, 103호 (봉명동)",36.6442813,127.4663502,,2022-10-31
1738,안전상비의약품,GS25 청주 베스트점,충청북도 청주시 흥덕구 봉명로177번길 33 (봉명동),36.6413313,127.4618694,043-260-3964,2022-10-31
1739,안전상비의약품,세븐일레븐 청주 더그라운드점,"충청북도 청주시 흥덕구 서현로 68, 상가동 B101호 (가경동, 청주가경아이파크 2단지)",36.6159243,127.4321915,,2022-10-31
1740,안전상비의약품,GS25 청주복대본점,"충청북도 청주시 흥덕구 풍산로 150, 1층 (복대동)",36.6284053,127.4463124,043-233-5856,2022-10-31
1741,안전상비의약품,세븐일레븐 청주봉명스타점,"충청북도 청주시 흥덕구 1순환로535번길 11, 1층 (봉명동)",36.6447617,127.4645486,,2022-10-31
1742,안전상비의약품,미니스톱 청주터미널점,충청북도 청주시 흥덕구 풍년로 160 (가경동),36.6265643,127.4329488,,2022-10-31
1743,안전상비의약품,세븐일레븐 청주가경웰빙점,"충청북도 청주시 흥덕구 풍년로108번길 3, 1층 (가경동)",36.6226007,127.4357684,,2022-10-31
1744,안전상비의약품,GS25 강서베리굿점,"충청북도 청주시 흥덕구 서현중로 61, 105, 106호 (강서동)",36.6219056,127.4291803,043-234-1526,2022-10-31
1745,안전상비의약품,GS25가경대로점,충청북도 청주시 흥덕구 가경로 123 (가경동),36.6259085,127.4377546,,2022-10-31
1746,안전상비의약품,씨유 기능대점,"충청북도 청주시 흥덕구 봉명로 78-1, 1층 (복대동)",36.6379228,127.4505786,043-272-2262,2022-10-31
1747,안전상비의약품,세븐일레븐 청주봉명타운점,충청북도 청주시 흥덕구 월명로252번길 87 (봉명동),36.6569786,127.4583355,0507-1429-3949,2022-10-31
1748,안전상비의약품,세븐일레븐 청주흥덕신라점,"충청북도 청주시 흥덕구 가경로 180, 신라아파트 상가동 105호 (가경동)",36.6307768,127.4369824,,2022-10-31
1749,안전상비의약품,지에스25(GS25) 청주봉명점,충청북도 청주시 흥덕구 과상미로 11 (봉명동),36.6437021,127.4616135,0507-1367-0350,2022-10-31
1750,안전상비의약품,세븐일레븐 청주복대성당점,충청북도 청주시 흥덕구 내수동로 26 (복대동),36.6327966,127.4503533,,2022-10-31
1751,안전상비의약품,세븐일레븐 청주태성산단점,"충청북도 청주시 흥덕구 강내면 서부로 261, 1층",36.5844588,127.3555329,,2022-10-31
1752,안전상비의약품,지에스25 송절테크노점,"충청북도 청주시 흥덕구 송화로130번길 14, 1층 (송절동)",36.6636958,127.4563633,043-266-9538,2022-10-31
1753,안전상비의약품,CU청주지웰푸르지오점,"충청북도 청주시 흥덕구 대농로 45, 104호 (복대동, 청주지웰시티푸르지오)",36.6448326,127.4275657,0507-1409-1310,2022-10-31
1754,안전상비의약품,씨유(CU)청주강서베리굿점,"충청북도 청주시 흥덕구 서현중로 53-1, 세광로얄빌딩 1층 102호 (강서동)",36.6232136,127.4280327,043-236-8283,2022-10-31
1755,안전상비의약품,지에스25 청주삼성점,"충청북도 청주시 흥덕구 사운로341번길 23, 107 108 109호 (신봉동)",36.6561477,127.4674125,043-260-9285,2022-10-31
1756,안전상비의약품,지에스25복대주은점,"충청북도 청주시 흥덕구 죽천로 141, 1층 (복대동)",36.6380206,127.4385053,,2022-10-31
1757,안전상비의약품,세븐일레븐청주이랜드타운점,"충청북도 청주시 흥덕구 2순환로 1228, 104호 (강서동)",36.621801,127.4270078,,2022-10-31
1758,안전상비의약품,지에스25(GS25)강내예가점,충청북도 청주시 흥덕구 강내면 탑연월곡길 75,36.6233404,127.3639783,043-231-5048,2022-10-31
1759,안전상비의약품,세븐일레븐 청주우미린점,"충청북도 청주시 흥덕구 송화로214번길 29, 상가동 105.106호 (송절동, 테크노폴리스우미린)",36.667327,127.452085,,2022-10-31
1760,안전상비의약품,씨유 청주비하삼일점,충청북도 청주시 흥덕구 2순환로1136번길 13 (비하동),36.6337183,127.4232394,,2022-10-31
1761,안전상비의약품,씨유 하복대원룸점,충청북도 청주시 흥덕구 짐대로46번길 21 (복대동),36.6320079,127.4265957,043-232-1484,2022-10-31
1762,안전상비의약품,씨유(CU)청주오송마을점,"충청북도 청주시 흥덕구 오송읍 오송생명5로 201, 상가동 102,103호 (오송마을휴먼시아2단지)",36.629451,127.329548,070-8845-6123,2022-10-31
1763,안전상비의약품,지에스25(GS25)청원오송점,충청북도 청주시 흥덕구 오송읍 가로수로 162 (오송재원아파트),36.6089352,127.3234627,043-235-4228,2022-10-31
1764,안전상비의약품,씨유 옥산하늘채점,충청북도 청주시 흥덕구 옥산면 가락길 60 (흥덕코오롱하늘채아파트),36.6716309,127.3810248,,2022-10-31
1765,안전상비의약품,미니스톱 복대드림점,충청북도 청주시 흥덕구 진재로 104 (복대동),36.6405039,127.4306279,,2022-10-31
1766,안전상비의약품,지에스25(GS25)봉명시티점,"충청북도 청주시 흥덕구 봉명로 130, 101호 (봉명동)",36.6386804,127.4562149,043-266-5322,2022-10-31
1767,안전상비의약품,씨유 청주싱글벙글점,충청북도 청주시 흥덕구 강내면 탑연월곡길 80,36.6237905,127.3645571,,2022-10-31
1768,안전상비의약품,세븐일레븐 청주옥산IC점,충청북도 청주시 흥덕구 옥산면 옥산시내1길 14,36.6628213,127.3730466,,2022-10-31
1769,안전상비의약품,(주)코리아세븐 청주뉴하복대점,충청북도 청주시 흥덕구 짐대로72번길 51 (복대동),36.631414,127.4273482,,2022-10-31
1770,안전상비의약품,CU청주지웰드림점,"충청북도 청주시 흥덕구 대농로 47, 1층 110호 (복대동)",36.643276,127.4264358,043-234-6696,2022-10-31
1771,안전상비의약품,지에스25(GS25)청주청도점,"충청북도 청주시 흥덕구 가로수로1144번길 72-2, 상가동동 101호 (강서동, 청도아파트)",36.6234949,127.4239397,043-231-0709,2022-10-31
1772,안전상비의약품,세븐일레븐 청주복대원룸점,"충청북도 청주시 흥덕구 장구봉로137번길 4, 1층 (복대동)",36.6247152,127.4487314,,2022-10-31
1773,안전상비의약품,지에스25 복대하나점,"충청북도 청주시 흥덕구 신율로 178, 1층 (복대동)",36.6333634,127.4476031,,2022-10-31
1774,안전상비의약품,씨유청주화물터미널점,"충청북도 청주시 흥덕구 직지대로240번길 38, 화물터미널 (지동동)",36.6439049,127.4199552,043-237-9626,2022-10-31
1775,안전상비의약품,씨유 청주봉정점,"충청북도 청주시 흥덕구 백봉로 186, 1층 (봉명동)",36.649134,127.4561224,043-268-5252,2022-10-31
1776,안전상비의약품,씨유(CU) 청주송절점,"충청북도 청주시 흥덕구 사운로404번길 64, 1층 (송절동)",36.6616595,127.4648275,043-260-0794,2022-10-31
1777,안전상비의약품,지에스25(GS25) 문화센터점,"충청북도 청주시 흥덕구 2순환로 959, 하이닉스반도체 문화센터 1층 (향정동)",36.6497251,127.4246458,,2022-10-31
1778,안전상비의약품,씨유 청주파워프라자점,"충청북도 청주시 흥덕구 옥산면 오송가락로 1061, 파워프라자 104,105호",36.6553201,127.3654096,,2022-10-31
1779,안전상비의약품,세븐일레븐 청주옥산대로점,"충청북도 청주시 흥덕구 옥산면 오송가락로 763, 1층",36.6606109,127.3681316,043-262-4458,2022-10-31
1780,안전상비의약품,이마트24 청주아이제이점,"충청북도 청주시 흥덕구 1순환로 571, 107호 (봉명동, IJ FOCUS)",36.6443921,127.4663338,,2022-10-31
1781,안전상비의약품,GS25가경하나점,"충청북도 청주시 흥덕구 경산로 4, 1층 (가경동)",36.6229742,127.4330041,043-237-4722,2022-10-31
1782,안전상비의약품,이마트24 청주아이파크점,"충청북도 청주시 흥덕구 서현로 66, 상가동 108호 (가경동, 청주가경아이파크)",36.6167445,127.4262521,043-236-8005,2022-10-31
1783,안전상비의약품,GS25청주폴리텍점,"충청북도 청주시 흥덕구 봉명로90번길 4, 1층 (복대동)",36.6379667,127.4516887,043-267-4481,2022-10-31
1784,안전상비의약품,이마트24 청주푸르지오점,"충청북도 청주시 흥덕구 송화로214번길 7, 상가동 105,106호 (송절동, 청주테크노폴리스푸르지오)",36.6690418,127.4571424,043-260-2290,2022-10-31
1785,안전상비의약품,GS25 봉명드림점,"충청북도 청주시 흥덕구 덕암로47번길 10-1, 1층 (봉명동)",36.6536387,127.4596094,043-265-3357,2022-10-31
1786,안전상비의약품,GS25충북대원룸점,"충청북도 청주시 흥덕구 내수동로 69, 1층 (복대동)",36.6329372,127.4550699,043-277-8646,2022-10-31
1787,안전상비의약품,씨유청주가경행복점,"충청북도 청주시 흥덕구 풍년로206번길 48, 1층 (가경동)",36.631783,127.4319646,043-231-7920,2022-10-31
1788,안전상비의약품,세븐일레븐 청주하이젠시티점,"충청북도 청주시 흥덕구 직지대로 636, 하이젠시티상가 108호 (봉명동)",36.6452801,127.4300165,043-260-1385,2022-10-31
1789,안전상비의약품,GS25오송칸타빌점,충청북도 청주시 흥덕구 오송읍 연제만수길 20,36.6259353,127.3261573,043-233-7027,2022-10-31
1790,안전상비의약품,지에스25청주서경로점,"충청북도 청주시 흥덕구 서경로20번길 15, 1층 (가경동)",36.6168503,127.4426946,043-236-2015,2022-10-31
1791,안전상비의약품,씨유청주비하타운점,충청북도 청주시 흥덕구 비하로35번길 35 (비하동),36.6302248,127.4227648,043-232-6199,2022-10-31
1792,안전상비의약품,지에스25 가경세원점,"충청북도 청주시 흥덕구 가경로 140, 104호,105호 (가경동)",36.627317,127.4388736,043-231-3414,2022-10-31
1793,안전상비의약품,GS25가경한마음점,"충청북도 청주시 흥덕구 장구봉로 71, 15동 101호 (가경동, 덕일한마음아파트)",36.6232285,127.44125,043-233-4827,2022-10-31
1794,안전상비의약품,(주)코리아세븐 충북대정문점,"충청북도 청주시 흥덕구 충대로 2, 1층 (복대동)",36.6350204,127.441743,043-263-0127,2022-10-31
1795,안전상비의약품,(주)코리아세븐 청주힐즈점,"충청북도 청주시 흥덕구 비하로18번길 10, 힐즈오피스텔 101,102호 (비하동)",36.6287855,127.4259152,043-234-0980,2022-10-31
1796,안전상비의약품,지에스25(GS25) 복대중앙점,충청북도 청주시 흥덕구 대신로10번길 5-1 (복대동),36.6338367,127.4362847,,2022-10-31
1797,안전상비의약품,지에스25 오송호반점,"충청북도 청주시 흥덕구 오송읍 오송생명3로 111, 101호 (오송호반베르디움아파트)",36.627758,127.326538,,2022-10-31
1798,안전상비의약품,씨유 청주복대행복점,충청북도 청주시 흥덕구 사직대로41번길 25 (복대동),36.6356844,127.4519867,043-264-5175,2022-10-31
1799,안전상비의약품,(주)썬엘 청주(서울)휴게소,"충청북도 청주시 흥덕구 옥산면 경부고속도로 318, 청주휴게소",36.6644722,127.3756459,043-237-1700,2022-10-31
1800,안전상비의약품,씨유오송연화점,충청북도 청주시 흥덕구 오송읍 만수길 6-3,36.6242878,127.3277074,043-232-9500,2022-10-31
1801,안전상비의약품,지에스25 청주테크노점,충청북도 청주시 흥덕구 송화로166번길 7-16 (송절동),36.6665736,127.4491736,043-263-0955,2022-10-31
1802,안전상비의약품,미니스톱 청주고점,충청북도 청주시 흥덕구 사직대로81번길 37 (봉명동),36.6364659,127.4563534,,2022-10-31
